Date,Text
2015-04-27,"'अहिले नगरे कहिले, हामीले नगरे कस्ले!'copied from FB."
2015-04-27,१९९० को भूकम्पमा जुद्धशमशेरले यसो भनेका थिए http://t.co/tSmsrDWk8T
2015-04-27,@KakaBaa अनि सन्चै सुबिस्तै बड्डा ! कताको शिविरमा छ बसाई ?  अनि @rrp447 जी कता? यतै कि उतै?
2015-04-27,"आज गरिने सेवा नै धर्म हो, कर्म हो,उत्तरदायी नागरिकले गर्ने कर्तव्य हो।हो, पिडाहरु अथाह छन् हामीसँग,तर लडेर उठ्नु नै आजको बिकल्प हो।।"
2015-04-27,"जतन बासखर्क,थाङपालधाप टार,किउलबेसी,तिपेनी,दुबाचाैर पाेखरे मा बिरामीकाे कुराई ,खै हेलिकप्टर?"
2015-04-27,"भुटानले रु १० लाख डलर सहयोग गरेको 
समचार पढ्दा आँसु आयो यस्तो गरिव देशले
भनेर हैन भुटानको मन कति फराकिलो रैछ भनेर :("
2015-04-27,नमस्कार । शुभप्रभात । सबको कल्याण होस ।
2015-04-27,"मृतकको संख्या ४२६४ पुग्यो,सिन्धुपाल्चोकमा सबैभन्दा बढी - See more at: http://t.co/i3j9WbUjab"
2015-04-27,"अाज चै अाराम संग सुतियाे।र,ातभरि।नाे टेनसन।"
2015-04-27,यस्तो दुखद घडी र पिडाको बेलामा अझ त्रास फैलाउने हरु महापातकी हुन
2015-04-27,"ठूला खाले भूकम्पपछि विभिन्न खाले
हल्ला र भ्रम फैलिन्छ । केही
असामाजिक, उच्छृंखल, बदमास र
अराजक तत्त्वहरूबाट कुप्रचारको
प्रयास भैरहेको छ"
2015-04-27,"यहाँ आरटी कमाउने गुलिया शब्द भन्दा
सहयोगी मनलाइ साथ चाहिएको छ
देश परदेश जहा हुनुहुन्छ सहयोगी मनलाइ
एक भएर कार्य गर्न मद्दत गरौ सजिलो हुन्छ"
2015-04-27,शुभ प्रभात।सबै लाई शुभ दिनकाे कामना।
2015-04-27,"यो क्रम केही दिन रहन्छ नै, अब यसलाई बानी पार्न तिर लागौं, ठुलो आउने संभावना ज्यादै कम छ। नअात्तिऔं, सुरक्षीत बसौं https://t.co/0yD26OD5U5"
2015-04-27,मुख्य प्रभावित क्षेत्रहरुमा अझै राज्य पुग्न सकेको छैन । लौन जोड लगाऔं ।
2015-04-27,@JwaaE_saaB कहाँनेर होला भेट गर्ने?
2015-04-27,@subedibinu जान्कारिको लागि 9851023344 मा कल गर्नुहोस।
2015-04-27,"Dr. Bhat:अहिलेसम्म संसारमा भूकम्पकोभविष्यबाणी कसैले गर्न सकेको छैन,गर्न पनि सकिँदैन, भूकम्पको भविष्यबाणी गर्ने कुनै प्रविधिको विकास भएकोछैन"
2015-04-27,४ दिनदेखि  बत्तिको दर्शन नभएको र इन्भर्टरले पनि सरेन्डर गरेकोले अब भने सामाजिक सन्जालमा उपस्थित हुन नसकिने भयो ।
2015-04-27,आउनु म मासु र भात दिन्छु !
2015-04-27,अब Skype मा नेपाल फोन गर्न नि:शुल्क ! http://t.co/7e5Hwr28Ep
2015-04-27,पुष्पजीले आफुले मान्छे मार्दा पनि जनता घर छाडेर बसेकेो समझे कि ? मृत्युको  डर त इनलाइ लागेर आंगनमा वसेछन नि हो ?
2015-04-27,अब तारन्तार भूकम्प आउँदैन : भूगर्भविद् | मुख्य समाचार http://t.co/1laouzRHuS
2015-04-27,"यो महाबिपत्तीमा हाम्रा छिमेकी राष्ट्रहरु मात्रै हैन गुगल, फेसबुक, ट्वीटर, भाइबर, स्काईप जस्ता वेवसाइट र एप्सहरुको... http://t.co/Ukjh0C7ROV"
2015-04-27,"धन्य!बाँचेरै बिउँझिएछ।बाहिर जस्तो ढुक्क चैं नहुदोरछ घरमा,दुई बजेसम्म निन्द्रा लागेन।"
2015-04-27,ए अफवाह फइलाउनेहरु  बुझ एउटा कुरा जुनरात चन्द्रमा उल्टो देखिन्छ त्यसो भोलिपल्ट सुर्य पश्चिम्बाट उदाउनु पर्छ।
2015-04-27,"कसैलाई औषधीको सिघ्र आवश्यक छ भने
९८५११३३८२२ मा सम्पर्क गर्नुहोस ! सेवा २४
सै घण्टा खुला छ र निशुल्क पनि ! - Kishor Niroula"
2015-04-27,मिडिया आफैं एत्रो र उत्रो भुकम्प जाने घर बाहिर बसेर ज्यान जोगाउनु भन्छ फेरि आफै गएर आज राती बाहिरै बस्ने हो? रे!
2015-04-27,"भुकम्पमा मरेका त मरिहाले बिचरा बाचेकाहरु
कतै आपतमा तडपिन नपरोस जति सकिन्छ
जहा सकिन्छ जे सकिन्छ उद्दार कार्यमा सहभागी
बनौ गोरखा जानेलेDM मि"
2015-04-27,अहिले सम्म सकुसल छु ...यहि हो खुशिको कुरा
2015-04-27,नेपालकै लागि भनेर दावी गर्ने यौटा मोबाइल कम्पनीले दिनको रु २० दिएर नौटंकी गर्दैछ ।
2015-04-27,कहि कतै कुनै पनि भुकम्प महसुस नगरी जिउदै उठियो ।
2015-04-27,"कमल थापाले Blood Donate बाहेक कुनै नेता ले राम्रो काम गरेको देखिएन| नुवाकोट,गोर्खा, लम्जुङ्ग,भक्तपुर पाटनका सभासदहरु कता भागे भाते कुकुरहरु?"
2015-04-27,"ब्यापारीहरूको कालोबजारीको आतंक,
शैतानहरू,
बिदेशी सहयोग गर्दैछ,
आफ्ना लूटन लागी पर्या छ."
2015-04-27,"@IamRabi1 म जाने हैन हजुर , तरहामी पनि लत्ता कपडा जम्मा गरेर सम्बन्धित ठाउँका प्रहरी कार्यालय मा पठाउने तयारी गरिरहेका छौँ।"
2015-04-27,शुभ प्रभात प्रिय मनहरू ! आज पनि बाहिर बास बसियो र पनि सबै ढुक्कसँग आराम गर्यौं भन्ने लागेको छ |
