Date,Text
2015-05-11,"#तुला ;-मानसिक चिन्ता बढ्नेछ।
कानुनी झमेला बढ्नेछ।
अनावश्यक यात्रा हुनेछ।
स्वास्थ्यमा खर्च बढ्नेछ।
कामप्रति स्थायित्व प्राप्त
हुनेछ।"
2015-05-11,मन्दिपनि महान् रे । के भन्ने हाेला ।#brb
2015-05-11,देशको अनुकुलतामा आफ्नो केही नभनी गर्ने मान्छे नि देखियो।यहि अनुकुलमा आफ्नो नितान्त स्वार्थ पूरा गर्ने लाई नि देखियो।खैर ईतिहासले बताउने छ।
2015-05-11,यो वर्षको शुरूवातमा मंगल थियो । भुकम्पको संयोगमा शनि थियो । दुवैको संयोगमा अपसकुन थियो हजारौंको ज्यान गयो । वैशाख... http://t.co/V7WSk7kqwV
2015-05-11,"'जुगाँ' नसुहाउने केटा र 'लुगा'
नसुहाउने केटी ~~ धर्तीका बोझ
हुन्। :D"
2015-05-11,हामी नेपाली सँधै पिडित हामीलाई सँधै दुख !! ..तितो यथार्थ :( http://t.co/asxyQ9mdYo
2015-05-11,@bbkwaa आयो आयो ;)
2015-05-11,"उनको हातमा छैन केहि, न छ आंग ढाक्ने एकसरोकपडा 
संसारले डोनेशन देको,के काम? आमाको रोयो थोपडा | #nepalquakrelief"
2015-05-11,@dari_bhai एत्राको। जे लेखे नि हुन्च भन्ठान्या खौ एस्तो पबित्र ठाममा?? 😋😋😋
2015-05-11,"@roseyflowers सही कुरो नत्र अल्छी हाईटीबासी जनता मा परिणत हुन्छन पीड़ित बर्ग,,,,,,"
2015-05-11,"राम्रो अक्षर नलेखेर 'डटपेनलाई'
दोष दिनु र ~ 'बुडीले' खान नमिठो
पकाउदाँ 'भाडालाई' दोष दिनु
उस्ता-उस्तै हो। ;)"
2015-05-11,@crazypkc सहि कुरा
2015-05-11,"जसले जस्तो र जसरी काम गर्छ त्यसबाट त्यस्तै गन्ध आउँछ; सुकर्मबाट सुगन्ध, कुकर्मबाट दुर्गन्ध।
राम्रो काम गरौं, काम राम्ररी गरौं!"
2015-05-11,"बोरु 'प्याज' नखाने बाहुन भेटिएला
यो 'सन्नी लियोनको' भिडियो
नहेर्ने केटा भेट्न गाह्रो रैछ। :D"
2015-05-11,@dai_mailo ग्रान्ड टु को इयर फोन ल्याउ ल
2015-05-11,@artless77 त्यही त । देउता नै थिए भने आफ्नो बासस्थान रक्षा किन गर्न सकेनन् त?
2015-05-11,"रेक्टर स्केलमै मापन गर्नेहाे भने आज रातिकाे आँधि हुरि सात रेक्टर स्केल भन्दा बढिनै हुदाे हाे ।
#npj
#Goodmorning"
2015-05-11,"सुर्य अस्ताएको
बिहानी
#उडन्ते"
2015-05-11,"एउटा फुच्चेलाई केटाकेटीको जाडो
'बाख्राले' खान्छ भनेको सुनेको रैछ ~
साह्रै जाडो भएर बाख्रासँग सुत्न
गको रे 'बोका' ले हानेर झन्डै
मारेनछ।"
2015-05-11,"किलासमा आएर निदाउनु नै बेस 
होला नि"
2015-05-11,सधैं समय र भाग्य को भर मा बस्नु हुदैन राम्रो कर्म गर फल अवस्य मिल्नेछ । सुभ प्रभात
2015-05-11,"मोदीलाई धन्यवाद दिनुको सट्टा पुत्ला जलाइयो यहाँ, कस्तो यो  हाम्रो मेन्टालिटी वाह रे ! http://t.co/LBC3cxk8iX"
2015-05-11,"@jhapaliMailo को छ र गर्ने एअरपोर्ट मा आएका प्राथमिक उपचार का सामग्री त परिचालन गर्न नसक्ने सरकार छ ,,,,,,"
2015-05-11,@ptkums बुट पड्कारै भन्या हो। :)
2015-05-11,@AgriDiBu तपाईं लाई पनि शुभ दिन शुभ बिहानि
2015-05-11,@sabinlakahd दिन सुखमय रहोस् गुरु तपाईंको ।
2015-05-11,"डियर आर्यो बुढा
आराम रहि आरामको कामना गरीन्छ, नयाँ मोबाईल किनेउ भनेर अघि टिभिमा बिगुल फुकिराथे, बधाई छ है, यसरी नै किन्दै जानपर्छ !!"
2015-05-11,@isangroula कसले देला त अनपेक्षित पैसो !
2015-05-11,@ptkums जय नेपाल साप।
2015-05-11,"मन अशान्त छ अचेल, आफैले आफैलाइ सम्झन नसकिरहेको यो अबस्थामा तिमिले भुल्यो भनेर मलाई झन ग्लानी नबनाइ दिनु ।"
2015-05-11,@IsanGroula फाँक भै गो नि।
2015-05-11,"#कन्या ;-वैदेशिक यात्रा हुन सक्छ।
लेनदेनमा विवाद बढ्नेछ।
अनपेक्षित धन प्राप्ति
होला। मन अशान्त रहला।
पेटको समस्याले सताउनेछ।"
2015-05-11,शुभ प्रभात आजको दिन भुकम्प रहित रहोस्🙏
2015-05-11,दैनिक कार्य प्रभावित हुने भए ठुला काम सानो प्रयासले कसरी सफल हुन्छ ? https://t.co/YXaCNNUVJI
2015-05-11,"शुभ बिहानी! चितवन मेडिकल कलेजको (cmc)  आसपास नै छु, कोइ भये आउनुस चिया पिलाउला!! :)"
2015-05-11,"त्रिपाल लुट्ने एक युवक पक्राउ, तीन फरार - News Abhiyan https://t.co/wgw7HAATIT via @sharethis"
2015-05-11,@jhapaliMailo हाल उत्पादन क्षेत्र नुवाकोट धादीगं सिन्धुपाल्चोक लगायत का क्षेत्र पुर्ण रूपमै प्रभाबीत छन मुल्य बिर्धी कम होला र दाई....
2015-05-11,यस्ता दण्डीत गर्दै सुरू होस अबको देश बनाउने अभियान अनि पत्याउला बाब्राम जि!! https://t.co/TjK4BoBhN8
2015-05-11,"चट्याङले एकजनाको ज्यान गयाे, तीनजना घाइते - News Abhiyan https://t.co/TeVoOszOwO via @sharethis"
2015-05-11,"समयले गर्दैन, आँफै गर्नुपर्छ :
शुभ प्रभात सम्पुर्ण साथिहरुमा …"
2015-05-11,".     सुप्रभातम्

ज्येष्ठ कृष्णपक्ष - ९

१२ मई
मंगलवार २०१५
 तिथि- कृष्णपक्ष नवमी २४:५०
 नक्षत्र-... http://t.co/hJgPyxsoxD"
2015-05-11,".     सुप्रभातम्

ज्येष्ठ कृष्णपक्ष - ९

१२ मई
मंगलवार २०१५
 तिथि- कृष्णपक्ष नवमी २४:५०
 नक्षत्र-... http://t.co/gaN06sRSmx"
2015-05-11,@sirramK निद्रा परेन रे? मु ताे सुतेकै चैन अाेउ ।
2015-05-11,"उज्यालो बिहानिले चिमोटि रहेछ ।
शुभ-प्रभात"
2015-05-11,"@dahalshivaji त्यो त कल्पना हो बुढा, कल्पना र सपना दुई फरक चिज हुन् ! कल्पना जे जसरी गरेपनि हुन्छ नि, ननिदाई, यत्रतत्रसर्बत्र !!"
2015-05-11,म स्की गर्न चाहनुहुन्छ
2015-05-11,".     सुप्रभातम्

ज्येष्ठ कृष्णपक्ष - ९

१२ मई
मंगलवार २०१५
 तिथि- कृष्णपक्ष नवमी २४:५०
 नक्षत्र-... http://t.co/SXXXhQsq87"
2015-05-11,".     सुप्रभातम्

ज्येष्ठ कृष्णपक्ष - ९

१२ मई
मंगलवार २०१५
 तिथि- कृष्णपक्ष नवमी २४:५०
 नक्षत्र-... http://t.co/VVGbk0usKJ"
2015-05-11,नमस्कार शुभप्रभात । ढिला भएपनि देखेउ यसमा रिन धनको कुरै छैन नि । धेरै सम्झेकोछु । https://t.co/V08kJNDdBM
2015-05-11,"""हिट एण्ड रन"" गरेको 12 साल पछि सल्लु भाइ सबैभन्दा धनी नाएक बनेछ्न,
साला, ल्याण्क्रुसर छैन नत्र म नि उडाउथे एक दुई जाना!"
2015-05-11,आफैंले आफैंलाई चिनीएन रे ? हँण के भन्या हुन् न्वारन गर्दा बाहुनले अनि घराँ बाआमाले नाम राखेनन् भन्या ! हामी त नामैले चिन्छम् त !!
2015-05-11,"११ बजे देखिन शुटिङ थ्यो, शानले ११ बजे उठेर, १२ बजे हल्लिदै पुगेर "" हाई गाइज"" देकोत ठाडै पब्लिक हाने नि सब केटा मिलेर। #हैट"
2015-05-11,"Morning shows the day भन्चन, बिहान सन्सारै पगाल्ला जस्तो घाम लाग्छ: दिउँसो हुरी बतास असिना पानी #प्रकृतिको_खेल"
2015-05-11,"चरिको चिर्बीर आबाज
चिसो हावा , शितल मौसम 
क्या आनन्दको बिहान 
शुभ प्रभात सप्पैजनामा"
2015-05-11,BBC Nepali - “अनौठो ब्यथा”- भूमिका श्रेष्ठ http://t.co/7cttecSSTb
2015-05-11,"#सिंह ;-साताका थोरै दिन मात्र
अनुकूल रहनेछन्,शनिबार
मनमा चिन्ता बढ्नेछ,आइत,
सोम शत्रुपरास्त हुनेछन्,
पराक्रम बढ्नेछ,"
2015-05-11,"शुभ बिहानी  शुभ प्रभात 
सप्पैको राम्रो होस।।।।"
2015-05-11,@itsarpna यसरी जीस्काएर पछाडी हट्न हुन्न है
2015-05-11,".     󾍛🌞सुप्रभातम्🌞󾍛

󾬢ज्येष्ठ कृष्णपक्ष - ९

🔅१२ मई
🔅मंगलवार २०१५
🔅 तिथि- कृष्णपक्ष नवमी २४:५०
🔅... http://t.co/ekHmWkLTy4"
2015-05-11,"समय अनुसार, चल्न र मानिस अनुसार बोल्न सिक्नु नै जिन्दगी जिउनु हो |"
2015-05-11,"@artless77 सपना देखेर पूरा गर्न सक्ने पो सक्ने त !
पूरा गर्न सक्दिनँ कि भनेर सपना नै देख्न डराउनु कायरता हो !!
आशा छ तपाई कायर बन्नुहुने छैन"
2015-05-11,@anushkasubedi56 थाङ्कु नानु
2015-05-11,"मान्छे त हामी हौँ, देउता को हो?
हामी आफुले आफुलाई चिन्नु र बुझ्नु गाह्रो भएको बेला, चिन्नु न जान्नुका देउताको के कुरा गर्नु!! 😂"
2015-05-11,"@Sirju5 तिम्लाइ पख मलाइ साउदी कतार पुऱ्याउने तिम्रो लक्ष , भेटेभने १चड्कन कुटाइ खान्छ्यौ ।"
2015-05-11,साथीहरु यस्ता छन् जहाँ फ्रि वाईफाई छ अनि सम्झनछन् र भन्छन् हाम्लाई बिर्स्या हो रे ।
2015-05-11,@IsanGroula झापा चन्द्रगडी
2015-05-11,"#कर्कट ;-परिश्रम धेरै गर्नुपर्नेछ। दैनिक
कार्यमा ढिलासुस्ती र
अल्झनको सामना गर्नुपर्नेछ।
धनक्षय हुन सक्छ। दिनको
पूर्वाद्र्ध शुभ रहनेछ।"
2015-05-11,@BenjuKc @DurgaShahi1 @iGuffadi @agyat13 लु जय होस सब्बैको ।
2015-05-11,Nagarik News - पीडितलाई टहरो बनाउन डेढ बण्डल जस्ता http://t.co/rTGb4ogTXD
2015-05-11,"जसलाई भुकम्पले लगे हुन्थ्यो, उहि पूर्ण भुकम्प प्रतिरोधात्मक घरमा बस्छ 
#६०१
#BICC,बानेश्वर"
2015-05-11,"Colossians 3:15
ख्रीष्‍टको शान्‍तिले तिमीहरूका हृदयमा राज्‍य गरोस्‌। साँच्‍चै, तिमीहरू त्‍यसको निम्‍ति एउटै शरीरमा... http://t.co/t9f7RMICIH"
2015-05-11,"#मिथुन ;-पारिवारिक सम्बन्धमा
सुधार आउनेछ। धनआर्जनमा
समस्या उत्पन्न हुनेछ। शत्रुहरू
मित्र बनेर सहयोगी बन्नेछन्।
चोटपटकको सम्भावना छ।"
2015-05-11,@Prksh_vast अनि बच्चा लाई स्कुल कसरी पठाउने त ?
