Date,Text
2015-05-01,"ठीक्कको  भुइँचालो आयो र मात्रै विश्वभरिका मिडिया र राहतको डलर नेपाल आयो, यो भन्दा ठुलो आएको भए भारतभर फ़ैलिने थियो, हाम्रो सर्बनाश मात्रै !"
2015-05-01,"२०७२-०१-१८ रातको  १०:०० बजेसम्म भुकम्पबाट भएको मानवीय क्षति विवरण :
मृतक - ६६२१ घाईते - १४०४०"
2015-05-01,"कसैलाइ गरिबको चिन्ता कसैलाइ गोरिको चिन्ता 
कसैलाइ कालको चिन्ता कसैलाइ कालिको चिन्ता 
दुनिया रङ्गिन नै छ भन्नू पर्यो ।"
2015-05-01,शुभ प्रभात यो शनिवारको विहानीमा
2015-05-01,"@furke2 कति अपडेट गर्नि हो अस्ति मात्र गरेकी हुम्, नेपाल फोन गर्न क्रेडिट छैन भोडाफोनले गर्न गर्यो ० ब्यालेन्सन 😂"
2015-05-01,"सशस्त्र प्रहरी बलको अनुरोध
#NepalQuakeRelief
#PrayForNepal http://t.co/dGZwQXb5gP"
2015-05-01,"धन्न संस्थाहरु र ब्यक्ति लागेर सहयोग न गर्या हो भ्स्ने भोकमारीले मर्ने बढि हुन्थ्ये भुकम्प बाट भन्दा।। जय जनता, जय देश"
2015-05-01,आज भोली कफी पिउँदा गीत सुन्न छोडेको छु आज कफी दिने कसैले सोध्यो किन संगीत बिनाको कफी आज बिचरोलाई के थाहा मेरो पिर #eartquakenepal
2015-05-01,जानेको र भोगेको भन्दा सुनेको कुरा खास महत्व हुन्न तेसैले बितेको साता हामिले जे भोगियो त्यो आफैमा एउटा कथा कबिता उपन्यास नाटक बन्न सक्छन ।
2015-05-01,"ईन्डिया, चाईनाभन्दा भुटानले नेपालप्रती गरेको सहयोग
निस्वार्थ छ! तसर्थ नेपाल सरकारले बरु भुटान संग हातेमालो गरेको
राम्रो हो!!"
2015-05-01,"हामी नेपालीहरुलाई बिरोध र
गालीगलौच गर्न अनि असभ्य र
नेपाली भाषा बोल्न कसैले सिकाउनै
पर्दैन.....जन्मजात आफै सिकेर आएका हुन्छौ!!"
2015-05-01,सोच अनि मन हाम्रा राजनीतिक दलको #NepalEarthquake http://t.co/LxYaouqdY2
2015-05-01,"कुकुरले उद्दारमा यसरी देखायो चमत्कार, भिडियो हेर्नुहोस ! http://t.co/tpQMMLbDOa"
2015-05-01,लेख ले मन छोयो@Vijaykumarko हामी विदेश मा बस्ने त न थाकेका छौ बरु  जागेका छौ एकताबद्ध भएको छौ जित्ने अठोट लिएर #NepalQuakeRelief @setopati
2015-05-01,दीलको यहि पसन्द है बुढा .....नजाने क्युँ !
2015-05-01,"राहत आये नि टाउकेहरु मोटाउने श्रोत हो, पिडित झन पिडित छन, सात दिन भो एक धरो कपडा र एक गाँस पाउन सक्या छैनन जन्ताले, सर्कार मुक छ।"
2015-05-01,"तपाईंहरुले सम्झाउनुहुन्थ्यो, नानी जे भयो सबै बिर्सेर अगाडि बढ, आज म तपाईंहरुलाई त्यही भन्न चाहन्छु... http://t.co/TFiaK6vRKh"
2015-05-01,"आज वैशाख १९, २०७२ (०२ मई २०१५), नृसिंह जयन्ती
आउनुहोस् यस पर्वका बारेमा थप जानकारी प्राप्त गर्न तलको लिंकमा... http://t.co/Uym7ErhTdS"
2015-05-01,"यदी तपाई भुकम्प पीडित होईन भने राहतको सामाग्री नलिनुस् न है! हेर्नुहोस्, तपाईले लिँदा पीडितले पाँउदैनन् अनि तपाईलाई पाप लाग्छ।"
