Date,Text
2015-05-04,आयोगको कुरो नअर्नु @Kris_Devkota @BibekShrestha81 चरम भ्रष्टाचार हुन्छ भन्ने पनि सुन्छु !!
2015-05-04,सम्पुर्ण सच्चा नेपालीहरूको जय होस.....
2015-05-04,शुभ प्रभात। जय होस™
2015-05-04,"रेक्टर स्केलमा कम भएपनि,  टोयलेटमा बस्या छ भने  यो ५ भन्दा कमको  भूकम्पले पनि मनमा चाही ८ - ९ को  धक्का  हान्छ ...#NepalEarthquake"
2015-05-04,पढनै पर्ने लेख http://t.co/vvKhpQbiue
2015-05-04,"नेदरल्याडमा राजेश हमालले जुटाए एक अर्ब
http://t.co/AB2FKkHdvA http://t.co/DEI1baMYbE"
2015-05-04,@anantabrt जापान मा कस्लाइ फुर्सद होस बरै 😀😂😍
2015-05-04,"हट्ने हैन डटि लड्ने नेपालीको बानी हुन्छ 
कहिले न झुक्ने शिर उभेको नेपाली को स्वभिमान हुन्छ ।।
#pray_for_nepal
#we_will_wake_up"
2015-05-04,"ग्लोबल आईएमईको डेढ करोड सहयोगको घोषणा, पाँच जिल्लामा विद्यालय भवन निर्माण गर्ने :: http://t.co/NbX0w2zhB2 http://t.co/yxy2JVsd3X"
2015-05-04,"जताततै आफन्त बिपन्त पक्षवाद र राजनीति 
बाहेक केही देख्न पाएको छैन मैले नेपालमा
यहाँ नया पुरानो सिनियर जुनियर को... http://t.co/XISzXgVtYg"
2015-05-04,काठमाडौँ-नुवाकोटको सीमालाई केन्द्रविन्दु बनाएर फेरि भूकम्प http://t.co/k45k4D71Jj
2015-05-04,@BibekShrestha81 भन्छन केरे खै एउटा आयोग नै गठन गरेर छानबिन समिति बनाउनुपर्ला जस्तो छ । @Dsubedi190A
2015-05-04,स्थलगत रिपोर्ट : हर्कमानको पुकारा र डा. गोविन्द केसीको उदय :: http://t.co/BubojisLFh http://t.co/0R20mUEoaf
2015-05-04,नेपालको पुनर्निमाणमा एडिबीले २० अर्ब सहयोग गर्ने http://t.co/98GyPPzQ1K
2015-05-04,सबै कामको लागि राजधानी धाउनुपर्ने अवस्था सृजना हुनुनै सबैभन्दा दुखदायि कुरा हो।यसले भविष्यमा समेत ठूलो समस्या निम्ताउन सक्छ।सरकार बेलैमा सोच
2015-05-04,"उठौ आमा उठौ बाबा उठौ साथी भाइ...
खाना छाना नाना सबै...
 आफै कमाउन लाइ ...! 
एकजुट भै अघि बढौ !!!"
2015-05-04,"बिहान उठ्ने बित्तिकै हिमाल देख्न पाइयोस ।
यि हातले सधैं सधैं नेपाल लेख्न पाइयोस ।
शुभ विहानी सबैलाई ।"
2015-05-04,पीडितलाई दिन विदेशीले दिएका त्रिपाल बेच्दा बेच्दै नेबि संघका विद्यार्थी प्रहरी फन्दामा http://t.co/uOmvuc6BzN
2015-05-04,@yrmaanav  डाइरेक्ट कनेक्सन कि ब्लुटुथ हो
2015-05-04,कैले काहिँ खुसी बनाउने तेहि कुरा मन दुखाउले कारण बन्दोरछ।
2015-05-04,@Haribthapa सत्ताको छबि दियेसी को के भन्ने छर्लनगै हुने: कोइरालाले आफ्नो सादगी/सरलता वाहियात भन्ने आँफैले प्रमाणित गरे।
2015-05-04,"बिहानिको झुल्के घामसगै सम्पुर्ण टुइटरजन मित्रहरुमा शुभ-प्रभात
शुभ-दिन"
2015-05-04,@asambhab असम्भब
2015-05-04,@iGaunle  यता भन्या कता :) भद्रगोल जिरे खुर्सानी भन्दा त रमाइलो होलानी भनेर मात्र
2015-05-04,New: २०-२६ वैशाख २०७२ http://t.co/p7RSdx7fKc
2015-05-04,@oops_u शुभ प्रभात दाजु:)
2015-05-04,"ट्वां पर्छु- टियलां यस्ता यस्ता गतिला ट्विटेहरु छ्न(केटा) सेन्स अफ ह्युमर को हिसाबले, तर ताइ न तुइ का (केटीहर्को) ट्विट मा fav र RT को ओइरो!"
2015-05-04,@yrmaanav  मुटु झिकेर पठाइदेउ :) उनको दिलमा बन्धकी राखि दिन्छिन
2015-05-04,@yrmaanav कस्को दाई!! भाउजुको त हैन नि😂😂
2015-05-04,@cooolrims लौ लौ मारी मोज अर्नु
2015-05-04,"अहिलेसम्म चाहिने भन्दा धेरै सुतेर कोही ठूलो भएको छैन।
Good Morning all.."
2015-05-04,भारतीय मिडियालाई जतिसक्दो छिटो नेपाल बाट  भगाउनुपर्छ।
2015-05-04,"@aadiptaks 
त्यस्तै भन्नुपर्यो ;-)"
2015-05-04,@jhapaliMailo दाजु यो ट्विट यि @asambhab काकुलाई त हैन नि!!
2015-05-04,@Dsubedi190A चाख्दै छु
2015-05-04,ठुलै भुक्म्प गयो रे २:३० को आस पास मैले मात्र हो थाहा नपाको कि ????
2015-05-04,@beautybibhuti तेता हल्लाउदैन ?
2015-05-04,@cooolrims नमस्कार हजुर !! चिया चाख्नु भो ?
2015-05-04,@urbhuwan भनेको त हो नि : खोज भै सक्यो। यतै थ्यो ........
2015-05-04,धन हुने लाई मन देउ मन हुने लाई धन देउ बिकास असम्भव छैन #develop Nepal
2015-05-04,"@ghamaraj आज हल्लाएन
#हल्लाउ युवा"
2015-05-04,लहस्यो फ्याफूल्ला ङ सपना तरफरि
2015-05-04,खास कुरो यो हो नि त  https://t.co/L2U35SR9DU
2015-05-04,म त मिर्चैया तिर हो ।आजै
2015-05-04,"@Dil_Ki_Awaaj @AJMathpal @gynec 
प्रणमामी अरौद्रः कुण्डली चक्री विक्रम्यूर्जितशासनः ।शब्दातिगश्शब्दसहश्शिशिरश्शर्वरीकरः ॥सुप्रभातम्"
2015-05-04,शुभदिन चिर्बिरे मित्र/मित्रानीहरु :))
2015-05-04,"शुभ प्रभात ! आज राती हल्लायो कि हल्लाएन, थाहा पाइएन । अब खबरको पालो ।"
2015-05-04,@iGaunle  छ कहाँ लिङिकिनुस त
2015-05-04,"जसले रिखी धमला भनेर खिसी गर्छन तिनैलाइ उसले लेको Interview नहेरी हुन्न। 
#RikhiVsBaamdev"
2015-05-04,"जपिदैन हरि
मनमा पिर नपरी,,!

#शुभप्रभात सम्पुर्ण ट्विटेजनहरुमा!"
2015-05-04,कस्को हो विहान विहान घर हल्लाउने गरि उडने ।
2015-05-04,२...अहिलेसम्म पीत पत्रकारिताका पिता विलियम हर्स्ट जीवित थिए भने भारतीय मिडियाको सनसनीखेज र मनगढन्ते खबर बनाउने कलाबाट तिनले पनि केही सिक्थे!
2015-05-04,@ibhurung एउटै कार्टुन भित्र भिन्नभिन्न स्वाद हुने रैछ मैले खाईरा चै त्यै हो !
2015-05-04,यो ट्विट गौँडाकोट गुल्मी बाट गरिएको हो!!
2015-05-04,@dhananjayagow11 @tikananu हस् हिहि हजुर पनि मान्छे फन्नी टाइपको हुनुहुन्दो रै छ।साच्चै हजुर यूनिभरसिटि पढ्नु हुन्छ कि जागिर।
2015-05-04,इंडिया यस्तो देश् हो जहाँ 7 करोड़ भिखारी छ।इंडियाको रहत नेपाललाई भन्दा बड़ी इंडियालाई खाँचो छ। #GoHomeIndianMedia
2015-05-04,@YaYaVaRRashY भो चाईएन बुढा त्यो भन्दा त यहि अन्तराष्ट्रीय बतास महासंघ नै ठीक छ !!
