Date,Text
2015-05-14,जती आर्टिकल लेखेर पठायपनी पोस्ट गर्दैन पोस्टगर्न मिल्दैन भनेर जानकारी पनि दिदैन@Online_khabarहामीजस्ता समान्य जनताको मिडिया हैनकि क्या हो ?
2015-05-14,"@Annnuuu1 छोरी उमेरका ले नै बाउ उमेरकालाई झटारो हान्छन र पो त गार्हो पर्छ अनामिका,,,"
2015-05-14,@Annnuuu1 भतिजि भनन लाटी 😂
2015-05-14,के लेखौ?? अँ शुभ बिहानी! सबैको जय होस्!!
2015-05-14,साथीहरुले बाबुराम भटराइ अरुको भन्दा भिजन धेरै भएर त ५१ जान मन्त्रीको लामो लाम लगाए भन्न मात्र बाकी छ  हामीलाई
2015-05-14,"@imarjoon गोही आँशु गर्नुभन्दा , कसरि hunchh, त्यन्हासंम राहात पुराउने त्यो गर्न सके, संचिको धर्म मिल्थ्यो सर"
2015-05-14,"@Rajiv123_rajiv अँ अँ भयो!! हाम्रो क भयो त हँ भुत जि!!
दिन चाहिँ शुभ नै रहोस है :)"
2015-05-14,यसो पत्रीका हेरेको काँग्रेसका घर भन्दा कम्युनिष्टका घर बढी भत्केका रैछन्... अब त घर जोगाउनकै लागि भएपनि कम्युनिष्ट राजनीति त्याग्नु नि!
2015-05-14,घर भित्र सुत्नुको जो मजा छ ।
2015-05-14,@ABCNP11 बेगारिले फुन गरे ?
2015-05-14,धन्न अहिलेसम्मको भुकम्पले मेरो न मन चर्काउन सक्यो न त मेरो घर नै ।
2015-05-14,"प्यारो छोरा ,
घर भात्कियो बाकी सबै ठिक छ्,गोठ भात्कियर लालाबाला मरे बाकी सबै ठिक छ्, पाल मुनी सुत्ने गर्छम बाकी सबै ठिक छ तिम्रो ख्याल गर्नु"
2015-05-14,"गाउंतिर राहत बॉड्ने टोलीमा समेत राजनैतिक व्यक्तिलाई राख्न मान्दैनन् रे, विश्वास नभएर । देश बनाउन राजनीति गर्नेका लागि यो राम्रो संकेत हैन ।"
2015-05-14,"शुभप्रभात ।।
हैट ! यो बिहान बिहन पनि कति गर्मी हो।"
2015-05-14,SRIMADBHAGABADGITA:उच्चैःश्रवसमश्वानां विद्धि माममृतोद्भवम् |ऐरावतं गजेन्द्राणां नराणां च नराधिपम्||JAY SRI KRISNA http://t.co/vD8uX1OoSI
2015-05-14,"""""कहीले काँही खराब ब्याक्ती ले पनी असल
सुझाब दीन सक्छ।""""""""जानकािर भयाे सबैलाई"
2015-05-14,"जेठ महिना पनि सकुशल कटोस, सुभकामना सबैलाइ ।
सुभप्रभात"
2015-05-14,"पाल र सभाषद 

संविधान सभाका  सभाषदहरुलाई  वितरित पाललाई लिएर नेपाली राजनीति र सामाजिक सञ्जालहरु तरंगित भए I... http://t.co/A99jEmg3Fv"
2015-05-14,घर/भवन बनाउदा  अनिबार्य माटो जाँच गराएर मात्र गरौँ -विज्ञ http://t.co/fZoyn46Vpy
2015-05-14,"@gso_on @pearl_nepal कुण्डली त फेरी सासु र "" हुने वली "" बुहारी को हेर्ने पर्छनी, ग्रह त तिनेरु को पो मिल्न पर्छ भन्छ त समाजले ;))"
2015-05-14,"प्रिय !! फेरि कम्पन भयो मुटुको एक कुनामा, के यो माया हो 😂"
2015-05-14,"छोरीका उमेरका लै चै नजिस्काउनुस् भन्नु खोज्या हो ! 
कुरै बुझ्दैन्न् टुईटे बिज्ञहरू !"
2015-05-14,@ibhurung @majhiDaai चोर पक्डेको हो ?
2015-05-14,"बिहान सबेरै उठेर कौसीमा बसेर यसो बाहिर हेर्दा कलेज पढ्न जानीभन्दा ब्रिजकोर्स पढ्न जानी धेरै हुन्छन् ।
कति सारो लोकप्रिय भएको ब्रिजकोर्स"
2015-05-14,@ESOJHO सुरक्षित छिन पिर गर्नु पर्दैन !@sussmite
2015-05-14,"5th NRN Assembly in Saudi Arabia :) 
नेपाली राजदुतावास साउदी प्रति स-धन्यवाद सहित भोलि आयोजना हुन गइरहेको NRNA... http://t.co/mIKqroNpEd"
2015-05-14,राहतमा गडबड गर्नेलाई जेल हाल्छुः प्रधानमन्त्री कोइराला http://t.co/YX8IkyfPUX
2015-05-14,@purushottam2015 जय होस ।
2015-05-14,@DilChaudhary3 यो त अनुभूत गर्ने कुरा रैछ :)
2015-05-14,@BinodKalay औरेजि मा लेख्न आउदैन
2015-05-14,@AstrologerNepal world  भर म मर्निङ का भको होल तनि !!!! डाक्टर साब!!
2015-05-14,कसैको आळचना गर्नु भन्दा पनी सकारात्मक  ऊर्जा प्रावाह गर्नु नै उत्‍तम हुन्छ शुभप्रभात मित्रजन
2015-05-14,"घर सङ्गै भत्किएका मनहरु फेरी पहिलाको जस्तै हउन्।
घर भत्केपनी मन नभत्कियोस्।
तपाई हाम्रो सम्बन्ध र आत्मियता फाटो नआवश।"
2015-05-14,@matrikas आयो याद हरु म निदाएको छै न भन्ने गित सुन्नु सर निन्द्रा आउछ ।
2015-05-14,@spkt_bidhya साँच्चै मौन नै रह्यो ट्विट संसार ! जय धमला ! ;)
2015-05-14,"शुभप्रभात मित्रहरु आजको रात सहिसलामत बिताइयो है । काठ्मान्डु खाल्
डो र यसकोवरिपरि बसोबास गर्ने सबैलाई पुन: एक पटक बधाई!"
2015-05-14,@gso_on अब संस्कार ले थिचेको सम्बन्ध परेछ | र पनि लभ + महि मा विचार गरम दाजु
2015-05-14,"जब सब्दहरु कम पर्दछन भावना व्यक्त गर्न तब
तस्बिर बोल्दछ | http://t.co/wKdcpkNcJs"
2015-05-14,@DilChaudhary3 चित्त नदुखाउ बुढा प्रधान मन्त्री बनाई दिन्छु भनेकै छु त ।
2015-05-14,@Annnuuu1 मलाई सेटर हान्देको त होला नि हैन #कुरो
2015-05-14,शुभ प्रभात सम्पुर्ण ट्विटेहरुमा अिन फ्लाे फ्ाइडेकाे पिन
2015-05-14,"सेभ द चिल्ड्रेन भन्छ- रोनाल्डोले नेपाललाई ८० करोड दिएका छैनन् 
#NepalQuake 
https://t.co/xHjW53iF5W"
2015-05-14,@newshreeram लौ अब मेरो हेर्न बांकी है ☺
2015-05-14,जनताको सबै लुटियो तर सभासद भने पाल बोक्दै फरक दुई तस्वीर (भिडियो हेर्नुहोस) http://t.co/RHRZ195piR
2015-05-14,@DilChaudhary3 बेरोजगार रहनुको मज्जा निकै रमाइलो हुन्छ ।
2015-05-14,"रिभाइन युवा कल्बले के राहत बाडे होला यार आधा केजी पनी छैन..त ! बुङमती तिर !!

#दोह्राई,तेह्राई देखाई राछ NTV ले"
2015-05-14,@thejuly23rd @astrologernepal बाबैलाई अब NASA ले बोलाउछ :पि
2015-05-14,"हेर ! जे गरेर हुन्छ, जसरि हुन्छ आफु बन्ने हो, देश बने नी नबने नी, नेतालाई एकलौटी फुपुको धन हो | हामी वाल्ल ! दाजै @Am__Yours @Ha_Ree_Saa"
2015-05-14,"भूकम्पको अपडेट सुनौ कि भनेर यसो रेडियो सुनेको के चाहियो र ! आजै हिजै आजै रे, अनि एउटै ब्यक्तिलाई उहाँ उनी उनले रे अरे । बरिष्ठे हरु  धत ।"
2015-05-14,@pearl_nepal भैसीको मासु खान त नेपालै जानु पर्ने रैच!!
2015-05-14,@Annnuuu1 टुईटर होइन सबकुरामा छुट खुलेर भने पाईहालिन्छ।
2015-05-14,२९ गतेको भुकम्पपछि बेपत्ता भएकी @sussmite को खोजी गरौं :-)
2015-05-14,"भाग्नुलाई कायरता मात्रै नसाेचाैँ, बाध्यता पनि हुनसक्छ ।
#शुभप्रभात"
2015-05-14,"उपचार नपाए डा. केसी भेट्नु, त्रिपाल नपाए संविधानसभामा पस्नु !"
2015-05-14,@majhiDaai आफै संग चैं कन्फ्युज न भाको राम्रो :D
2015-05-14,फिस नबुझाको नि कति बर्ष भइसक्यो तैपनी यो जिन्दगीले पाठ सिकाउन कहिल्यै छाडेन
2015-05-14,@ghimirerx स्याउ खाँदैमा डाउडर नचाहिने हो र? म त अलि अलि रिसाएँ !:-))
2015-05-14,जेठ होस् या बैशाख winter मा जाडो नै हुन्छ भन्ने नी थाहै नपाई माथी जाने बेला भएछ कसैकसैको !
2015-05-14,भुकम्प पीडितलाई आएको पालको दुरुपयोग गर्नेको जिन्दगी भर पाल मै बास होस।
2015-05-14,स्कुले नानीहरु निकै मच्चिदै झोला नै नफाली टुईटर चलाउँने बानी कस्तो अच्म है ;)
2015-05-14,@keshavkafley त्यही भएर ५-६ वटा हुटिट्याउको नाम उल्लेख गरेको नि !
2015-05-14,दोलखा भुकम्पको प्रभावः शबको खुट्टा टोकेर कुकुर बस्तीमा (तस्बिर) http://t.co/hbHQttaI99
2015-05-14,शुभ प्रभात सम्पुर्ण ट्विटेहरुमा
2015-05-14,"@ibhurung भनेसी | भैंसी, अनि मोमो त चन्द्रमा पुग्नु जस्तै होला है ब्रो"
2015-05-14,मानवता भनेको मानिसले मानिसलाई सहयोग गर्ने नैतिक सस्कार हो । सहयोगी बनौ ।
2015-05-14,म जिरो भए रे भनेर कुरा काटे नि ! यदि म जिरो नभएको भए उस्ले हिरो बन्ने मौका कहाँ पाउथियो र ? मान्छे देख्दा पनि अचम्म लाम्च बा !
2015-05-14,घर भत्के कम्जोर थियोे सडक चर्के कति कमिसनको खेल भाको थियो त्येतिकै भुकम्पलाई दोस दिने।
2015-05-14,अब केही छ  त बाकि बक्यौता http://t.co/rvrj9SKihv
2015-05-14,"@Being_Laku लोप पर्नु परो त ,,, 😂😂😂"
2015-05-14,@PokheralSabina ५१ दिन मनाउने शुरमा होला !!
2015-05-14,सबैजना एक्ला एक्लै बोलिराछन् कि जस्तो लागिराछ ट्वीटहरुको ताल हेर्दा... आफू कुन प्रवाहमा बग्ने त भनेर कन्फुज भाको अवस्था 😂😂😂
2015-05-14,"@gso_on अस्ति भूकम्प आम्दै गर्दा त गरे | अब भदौ, कातिक, सबैमा गर्छन.. मान्छेलाई चाहेको नै केटिलाई केटा.. अनि केटालाई केटि हो..मन मिल्नुपर्यो"
2015-05-14,मौसम हेर्दा ठ्याक्कै १२ तारिकको जस्तो छ सुतेर उठ्दा अनिस्ट खबर सुन्ननपरोस सुभदिन भन्दै सुते फलोफ्राइडे हो कि के हो आज फलो गर्नुस बाकी भरे?
2015-05-14,@anamdhami आफ्नो त हिजो बाट नै रुम जिन्दवाद हो।। आज त brave भैयेको छ ।। :D :P
2015-05-14,भूकम्पको देश जापानलाई भनिन्छ भने त्रिपालको देश नेपाललाई भनिन्छ।
2015-05-14,"जेठ भरि  नी हल्लाउच भनो एउटाले भर्खर ,अभीयुक्त लाई पाटन अस्पताल भर्ना गरियोस । ।"
2015-05-14,यतिबेला जनताको समस्या समाधान गर्न छोडेर नयॉ सरकार बनाउने चलखेल गर्नु जनतालाई बेवास्ता गर्नु हो।
2015-05-14,@ghamaraj हजुर तनाब मुक्त हुनुहुन्छ नि ?
2015-05-14,यसरी श्यामश्वेत बन्यो त्यो इन्द्रेणी https://t.co/U60DTUIWZw via @ujyaalo
2015-05-14,"घर पनि लगीस दैब,बास पनि लगीस ।
 हेर्दा हेर्दै भकारीको,रास पनि लगीस।

 सिँगो धर्ती हल्लाउदै,काल पठाएर,
 मुखै नजीक पुर्याएको,गास पनि लगीस।।"
