Date,Text
2015-04-26,"नेपाल सुर्योदय : April 27, 2015 at 05:29AM! काठमाण्डौ अधिकतम तापक्रम: 23 न्युनतम : 13 अहिलेको तापक्रम : 13 *सेल्सियसमा"
2015-04-26,@sonamzimba1 सचिकै हुने हार दैव नटार ।
2015-04-26,@rrp447 नेपालमा ज्वालामुखी गएको तथ्याङ्क छ कि छैन??
2015-04-26,"फोटो एडिट गर्दा कहिले काही फिक्का आकृति देखा पर्छ । र
कबिता फूर्छ जीबन प्रति ब्यंग्य गर्दै ।"
2015-04-26,"मलाई माफ गर मेरो देश,तेरो एकछाक जुटाउन भासिएको म😞तँ भासीरहदा समाउनलाई साहाराको हात दिन सकिन !विवश छु टुलुटुलु हेर्नु सिवाय केही गर्नै सकिन 😔"
2015-04-26,"प्रत्येक भूकम्पमा धक्का घट्दै : अब त्रसित नहुन अमेरिकी भुगर्भविदको
आग्रह"
2015-04-26,"प्रेम र स्नेह बाडौँ। हाम्रै देश हो, हाम्रै घर हो, हाम्रै पिडा हो।"
2015-04-26,"@sirju5  हैट बिजोग भो नि सिर्जे , घर चर्केर बस्न नि डर लाग्ने भा छ आकाश भरी बादल छ,"
2015-04-26,आउनु होस हामि सबै प्रकृतिसॅग माफीमागम साहेद केही भुल त अवस्य भएको छ
2015-04-26,"@deepaksir त्यहि त, फेरी यस्तो बेला यस्ता खालका हल्ला छिटो फैलिन्छन र लामो समय रहन्छन पनि ः(("
2015-04-26,सकुशल रहनेमित्रहरु सहयोगको लागी पाइला अगाडी बढाउनुहोस हामि परदेसियका पनि आफ्नोठाउँबाट सक्दोसहयोगमा जुट्छौ बिपत्तीले मरे पनि अभावले मर्ननदिउ
2015-04-26,हैट मत बाँच्याछु है
2015-04-26,@rrp447 बजासु/अजासु भएसी सिदै ज्वालामुखी भन्द्यो हल्ला पिट्यो ।
2015-04-26,"हैट जिउँदै रैछु!!
बम भोले!! 😎😂😂"
