Date,Text
2015-05-16,०५:४४ भैसक्यो त वाई ! छ्या TL कती सुन्य ।।।
2015-05-16,कफला प्रणाली परिमार्जन गर्न कतारलाई आइएलओको आग्रह https://t.co/jOo4Oaov2X via @ujyaalo
2015-05-16,"@cooolrims हल्लाए   थाहा पाउनु हुदैन भने आफै हल्लाउने कोसिस गर्नु।
हल्लाउ युवा #"
2015-05-16,"@czannaa ए.. ल बधाइ छ तेसो भये । शुभ प्रभात, यो समय अलिक धेरै दूध हालेको बाक्लो,मिठो चियाको हो ।"
2015-05-16,RR का समर्थक एक हौ
2015-05-16,शुभप्रभात! सप्पकैको जय होस्। तेस्का बाजे भुईंचालो आउन बन्द होस्।
2015-05-16,तर सर यो कुरालाई भुझन्न गाह्रो छ हाम्रो देशका नेताकार्यकर्ताहरुले हैन र? https://t.co/QWH6gr8qTX
2015-05-16,@ipnku @mrophiophagus रातभर तीन पटक जुरुक्कै उठायो :)
2015-05-16,"सुभ बिहानी सबैलाई 
दिन सुखमय बितोस।"
2015-05-16,ठामको ठाम खुर्सानी सुद्रियो भने के होला?
2015-05-16,"ॐ सर्वेभवन्तु सुखिन:सर्वेसन्तु निरामया:।
सर्वेभद्राणि पश्यन्तुमा कश्चिद् दु:खभाग भवेत ।।
आफ्नु र अरुको कल्याणका लागि यो वैदिक मन्त्र जपौं !!"
2015-05-16,@cooolrims हामी त जति सुकै हल्लाओस #NepalneedhelpnoBible भन्दै बस्या छ कुले दाजु। :P
2015-05-16,@PureScientist53 सम्झदा के सम्झनु भो
2015-05-16,"मातस्समस्तजगतां मधुकैटभारेः
वक्षोविहारिणि मनोहरदिव्यमूर्ते ।
श्रीस्वामिनि श्रितजनप्रियदानशीले
श्रीवेङ्कटेशदयिते तव सुप्रभातम् ॥"
2015-05-16,@radomad_leduap @_SanTep_ बच्चाहरु:)
2015-05-16,हाम्रो देशको नेताकार्यकर्ताहरु साच्चै सुवार्थी नै हुन्न एउटा गाउँ गाउँ बाटआएरअनिबिकट ठाँउ बाट आएर भोटदिएआजउनीहरुलाइ त्योठाँउमाकुनैराहात छैन?
2015-05-16,@Talk_2Abby भोलि तिर जानु पर्ला
2015-05-16,@PureScientist53 RR त पुग्यो नि
2015-05-16,बाटो को बसाई मा छाप्रो को सानो घर एस्तैछ जिन्दकी http://t.co/krOuX1mtoZ
2015-05-16,@Iamraagi त्यही त ट्वीटर मात्र चलाउदा रछन की के हो
2015-05-16,एउटा-दुइटा छाउराहरु पछि लागे भन्दैमा भाउ नखाउ मैया हो..। बैँसमा त कुकुर्नी पनि राम्री हुन्छे..। याद राख। :पि
2015-05-16,@czannaa झापा कहाँनिर हो?
2015-05-16,"अब नेपालमा चल्ने फिल्महरु ~ -
घरदेखी पालसम्म - पाल दुई मुटुको -
धक्का - भुकम्पका चोटहरु - मेरो
घर-तिम्रो त्रिपाल!! ;))"
2015-05-16,"उत्तिष्ठोत्तिष्ठ गोविन्द उत्तिष्ठ गरुडध्वज ।
उत्तिष्ठ कमलाकान्त त्रैलोक्यं मङ्गलं कुरु ॥"
2015-05-16,मलाई डिएम मा हालखबर सोध्नेहरुले अकपटक मेन्सन गरेर सोध्नुहोला किनकी म डिएम हेर्दिन ।
2015-05-16,"हालसम्म मृत्यु हुनेकाे संख्या ८४९२, घाइर्ते १८००० । सिन्धुपाल्चोकमा मात्र ३३७२ https://t.co/mTkoi1XDR6 via @sharethis"
2015-05-16,"कत्राे पानी पर्या हउ
कलेज कसरी जानू अब ??
तैट"
2015-05-16,"देखें मैले एक मानिस । 
दौडिरहेको थियो मुतेर ।
तीन तल्ला माथी थिएं म ।
हल्लियो बिलडिङ्ग जब थर्केर ।"
2015-05-16,हेटौडा नेपालको राजधानिको प्रस्तावमा  अगाडी
2015-05-16,शुभ बिहानी  साथीहरू
2015-05-16,@koshisojha हैन तपाईं त किरै हो कि के हो?
2015-05-16,अरुलाई हराउदैमा अाफुले जितिन्छनै भन्ने छैन । नमस्कार तथा शुभ प्रभात । यहाँ हरुकाे दिन सुखद रहाेश मेराे कामना ।
2015-05-16,@anushkasubedi56 हो बल्ल एकचुएल्ली छोरी बन्यौ😭😭😭😜😜म नि एक निन्द्रा पुर्याउने बिचार छ अझै😛😛😛
2015-05-16,"चाइनाले र भारतले नेपाल हाम्रो हो भनेर लुछाचुडी गर्दा आज देस काप्दै छ डरले ,,हामी चै भुकम्प भन्दैछौ D#कोही छ बचाउने देस त रुदै छ त ।"
2015-05-16,दुरसंञ्चार दिवस परेछ आज ? यो दुखद घडीमा WIMAX को डिभाइसहरू कंम्तिमा ५०% छुट गराऊ NTC बाँकी सबै काम प्रसंसा योग्य छ 😙@Nepal_Telecom
2015-05-16,@cooolrims खै त #हल्लाउ युवा लेखेको? कि थाकियो?
2015-05-16,"मलेशियामा रहेको ibiden कम्पनीमा कार्यरत नेपालीहरु नेपालीको निम्ति प्राथना गर्दै । जहाँ भएपनी यो मन त मेरो नेपाली हो ।
# Arjun"
2015-05-16,"गुगलको स्वचालित गाडी सार्वजनिक सडकमा देखापर्ने.....

गुगल संस्थाको दुई यात्रु रहने तथा ‘ग्यास पेडल’ तथा ‘स्टेरिङ... http://t.co/0Uah8Cc7df"
2015-05-16,"लु आजलाई नि बोनि गरेछ भुइचालोले,
अब ढुक्क भैयो अब नत्र कत्रो चिन्ता थियो येहा मलाइ।"
2015-05-16,"तमेब माता, च पिता तमेब, तमेब
बन्धु, चसखा तमेब, तमेब बिधा
द्र्बिण्:म तमेब, तमेब सर्बम
म:म देब देब.. शुभ प्रभात !!"
2015-05-16,@ghamaraj  पराकम्पन हैन परकम्पन हो । सच्याउनुहोला ।
2015-05-16,"@SwarnimWagle तपाईँले भ्रष्टाचार हुँदैन भन्या हैन? यो हो पहिलो कदम । 
http://t.co/5F9MWZ5JMU"
2015-05-16,Kkr का समर्थकलाई श्री पशुपती नाथले धैर्य गर्ने शक्ती दिउन !!
2015-05-16,@abbishnu अस्ति 2/3 ओटा पुराना घर भत्किएका हुन । अहिले जनजीवन सामान्य छ ।
2015-05-16,शुभप्रभात मेरा टुईटरका भक्तजनहरु
2015-05-16,अब बसाईंसराई तिब्र गतिमा हुन्छ र गराउनु पनि पर्छ ! पुनर्बास र बस्तिविकासका कार्यक्रम हिमाल पाहाड तराइ जता सहज हुन्छ उतै ल्याउनु पर्छ !!!
2015-05-16,@chhadke55 @akabare001 तिनीहरुको * *  मा किला ठोकेर मार्दिनुस।
2015-05-16,@cooolrims स्याना पोखराको आबस्था कस्तो छ कुल दाइ ?
2015-05-16,नमस्कार तथा शुभप्रभात। भुकम्प का धक्का हरु निरन्तर कम हुदै जाउन् ।
2015-05-16,सुभ प्रभात मित्रहरु । सुभ दिन को कामना ।
2015-05-16,नेपालमा भुकम्पले भन्दा मनोआतङ्क र अफबाहले गर्दा धेरै अझै सडकमा हुनुको प्रमुख दोषी सरकारको असक्षमता नै हो हैन र ?।
2015-05-16,@czannaa होर !ल उडाउला है?
2015-05-16,मेरो मुटु धेरै टुत्रा गर्योउ जे गर्योउ ठिक गर्योउ अब सारालाई बाड्दै हिन्नेछु !
2015-05-16,"@anuvabdangi हो त भन्याँ,तर म भएको ठाँउमा चाँहि खासै यसरी देख्दिन हौ॥"
2015-05-16,"भुइचालोले लाम्खुट्टेलाई सजिलो पार्द्या छ , सबजना पालमुनी सुत्न थालेपछी २-३ तल्लाको जोखिमपूर्ण Flight भर्न पर्या छैन लाम्खुट्टेहरुले ;)"
2015-05-16,@anuvabdangi ए!अनी कुन ठाउँ पर्यो त हजुरको घर।
2015-05-16,"सरकार - दोषी ( विपद् प्रतिकार्यमा कमजोरी, फितलो तयारी )
जनता - दोषी ( राहतको दुरुपयोग ; सित्तैमा पाए अलकत्रा नि चपाउने )"
2015-05-16,"यता त हल्लाएको नि थाहा हुदैन !
@हेटौडा"
2015-05-16,आोछ्यानबाटै सबैलाई प्रणाम गरे है।
2015-05-16,@PureScientist53 भनेसी वाहिरियो  kkr
2015-05-16,@kanxoramesh के हुनु सबै आबस्यकता बादी रहीछन आबस्यक पर्दा मात्रै खोज्ने अरु बेला नचीनेको जस्तो बनीदीनी।
2015-05-16,म बसेको ठाउँबाट अाधा घण्टा पर Hell भन्ने ठाउँ रैछ http://t.co/BM2YSPFqO8
2015-05-16,@poudelkovanjo ए भान्जा उठ्नुपर्दैन??
2015-05-16,"@anushkasubedi56 लौजा एति भनेसी पुग्यो,😕😕 मुख धोयौ, टी भयो?😭😭😭"
2015-05-16,"प्रत्येक प्रभातकाल रमाओस ।
आउने समय साल रमाओस ।
हज्जार चोटहरू निको पारेर,
मेरो प्यारो देश नेपाल रमाओस ।

#शुभबिहानी"
2015-05-16,खुसी लाग्छ जब छोरा मस्त सुतेको हुन्छ। :))
2015-05-16,"रौसी सकिनी बित्तिकै बत्तल फालिन्छ, कुरो बुझ्यौ नि :))"
2015-05-16,"आज त गयन होलानी होइन 🙏🏻

""शुभ:प्रभात मित्रजन"""
2015-05-16,सरकारले ठाउँ ठाउँमा केही समयको लागि निशुल्क मनोपरामर्श केन्द्र खोल्नुपर्छ।मान्छेहरूको मन धेरै आत्तिएको छ र भुकम्पको भान भईरहन्छ।
2015-05-16,@chhadke55 होनी तपाई पनि त्यही बर्गमा होकी ।
2015-05-16,@no_nool @advctmaheshwar1 अनि मलाइ छै छैन?
2015-05-16,"तपाइको आजको राशिफल  ;)!!!
 http://t.co/vxUk8HOoak"
