Date,Text
2015-12-29,तमुल्होसारको अवसरमा सम्पुर्ण नेपाली दाजुभाइ दिदीबहिनीलाई हार्दिक शुभकामना।यो पुण्य दिनले नेपाली जनताका पीडा दूर गर्न प्रेरणा देओस्।शुभकामना।
2015-12-29,#नेपाल: भ्रष्ट उत्पादन गर्ने विदेसीहरूको कारखाना!
2015-12-29,"मेन्सन, कोट र बतासेका बीचमा म मायालुको एउटा टुइट खोजिरहेछु!:-)"
2015-12-29,शुभ प्रभात सम्पुर्ण मित्रहरूलाई ।
2015-12-29,"कलेज जान नपरेको बेलामा त निन्द्राले नि चाडैं छोड्डो रैछ। 8 बजे सम्म मस्त सुतौला भनेको त मरिगए निन्द्रा लागेन।
तनाव छ हजुर😁😁😁

#शुभप्रभात☕☕☕"
2015-12-29,नपुङसक सरकार मुक्तिकामी जनताले न्याय कहिले पाउँछन् त ?
2015-12-29,@kajibahula2  हाे यार साँच्चै
2015-12-29,"पूरा नहुने सम्भव नभएका सपना देखि त्यसको बारेमा खोक्नुको कुनै तुक छैन । आखिर पछि फलानोको कारणले सार्थक भएन भन्नलाई । - केपी सरकार
#नेपाल"
2015-12-29,"मेरो जिन्दगी तिम्रो नाम गरे
अब म तिम्रो भर परे
तिमी आउने प्रतीक्षामा
लु हेर म त मरे😃"
2015-12-29,असिमित चिसोपन
2015-12-29,@Bali_Hang बाल देर क्यार्नि हो र ? घाटिमा अडकिन्छ मात्र तमु सोल्टिनाहरु को रोजाइमा पर्न कि ब्रीटिस लाउरे हुनुपर्छ नत्र इन्डियन ।
2015-12-29,@EsoRamailo @Rt_Master1 ग्यास किन्न नसकेर सधै दाउरा बाल्ने ले चाइ के गर्ने?आधा नेपाली को ग्यास नै दाउरा हो
2015-12-29,@SharmaMerrisa रुहाउनीनै जानेलेत हो नि हैन र ??
2015-12-29,"काङ्ग्रेसीले पैचो तिर्ने बेला आएछ ,सल्बलाउन थालेछन ,समयको कुरा !!"
2015-12-29,गुण भन्दा अबगुण बढि कि पाइनछ जे चिजमा पनि ?
2015-12-29,"बाडेर लाउ माया बड्च ।।।।।💕💕💕💑💑
note: एकेइ जनाले धेरै तिर नलाम धराप मा पर्छ।।।।।।💑💑💑😂😂😂😂"
2015-12-29,एउटा गल्ती र त्यसलाई दबाउन गरीएका अनगिन्ती प्रयासहरू संगै बिताइएका हरेक भ्रामक पश्चतावका पलहरू र कता कता यो खल्लो जीवन सार्है गाह्रो।।
2015-12-29,@SoohRockChha त्यो आँखाको लेन्स सुहाएन खैरेको जस्तो छ !!  @ChhetriTbn
2015-12-29,"🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
शु:भ विहानी सबै साथीहरुलाई............
☕️☕️☕️☕️☕️☕️☕️☕️☕️☕️☕️☕️
सबैको दिन शु:भ रहोस.....................
🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻🌻"
2015-12-29,"मलाई त सुन्दा नै कुरीकुरी भयो ......५ महिनामै लोडसेडिङ अन्त्य गर्न मन्त्री पासवानले दिए तीन सूत्र -  १४ पुस, क... https://t.co/ZdcSYMOO9o"
2015-12-29,"#के सुन्नु कति सुन्नु, महामहिम रास्ट्रपति ज्यु, जादोले कठिङ्रेगेर मर्न बाध्ये ती भुक्म्प पिदित ले राहत मिल्ला् ! पशुपति लाई लाखौ भेति#"
2015-12-29,शूभ दिन @AmarKLawati
2015-12-29,"भन्सारमा सुन छ, लिन गए थुन्छ !!"
2015-12-29,डन दिपक मनाङगेको छोराले नायिका माला लिम्बु सग यस्तो गरेपछि | भिडियो सहित... https://t.co/wS0wNHf1MD
2015-12-29,आज तमु ल्होसार को उपलक्ष्यमा सम्पूर्ण तमु दाजु भाइ तथा दिदी बैनी हरुमा हार्दिक शुभकामना ब्यक्त गर्दछु
2015-12-29,"प्रिथिबि त चट्टानहो भन्छन्
तर टुक्रिदैन किन 
मायाँ त सागर हो भन्छन्
तर बिछोड हुन्छ किन"
2015-12-29,"@bnodw चोर्ने समाजले हैन , बेला,परिस्थिती,आवश्यकता र अवस्थाले हो । सबै प्रतिकुल छ्न ऐले ।"
2015-12-29,"तमु ल्होसारको शुभकामना ,मैले बिदा जो  पाएको छु !!:))"
2015-12-29,"फुल फुल्ने बगैचा,
माया साट्ने मन।

नसाट्नु पिरती हुने सङ धन।

सुभ प्रभात मित्रहरु।
सुभ दिनको सुभकामना।
☕☕☕☕☕☕☕😊"
2015-12-29,"हातमा घडी , सुनकाे आैठी गलामा मफलर जिउमा काेट पाईट अनि @brb_laaldhwoj काे कम्मल उपहार यी हुन भुकम्प पिडित https://t.co/kbgq0cfCUU"
2015-12-29,@SubediAim जलाईदेउ खटारो 😜😂
2015-12-29,बाटो काट्दै गरेको स्कुटरलाई जोगाउन खोज्दा ट्रक नै पल्टिएर किच्यो... https://t.co/FeAkO4Epsl
2015-12-29,@SanzayaPaneru तिमिले पायौ । पेट्रोल
2015-12-29,तामाङ संस्कृति जोगाउने अभियानमा लागेका इन्द्र https://t.co/DOk63sxKYN via @Nepali Bulletin
2015-12-29,"तिमी संघ को
कुराकानि ले
अनि तिम्रो
लजाउने बानि ले
यो मन जित्यो
आइ लप यु कालू💕"
2015-12-29,तमु ल्होसारको अवसरमा सम्पूर्ण तमु समुदायमा हार्दिक शुभकामना
2015-12-29,५ लाख घुस लिँदैगर्दा ३ नासुसहित ४ अख्तियारकाे फन्दामा https://t.co/EHmxV9gaYO
2015-12-29,"बर्तमान अवस्था .... कसरी कुन दललाइ कमजोर बनाम भन्ने बाटोमा नलागीकन 
देश र जनताले कसरी निकास पाउछ भन्ने तिर सोच्न  अावश्यक छ । #हामीनेपाली"
2015-12-29,तमु लाेहसार काे हार्दिक शुभकामना
2015-12-29,@rojina1988 खै कता जादैछ नेपाल। सायद यहि होला नयॉ नेपाल😔😔
2015-12-29,आजत पन्ध्र पुस पो हो त खिचडी खाने चलन थियो पहिलेत गाउँघरमा ##मिसिङ खिचडी
2015-12-29,@PinRaut 😛😜ओके बुनु
2015-12-29,"भुलेर जानीहरु जाँदै गरुन
जिन्दगी ज्युन रोकिनु भएन।।
जानि नजानि सपनाहरु उठाउदै छु
भाडो फेरि    पोखिनु भएन।।"
2015-12-29,@It_Rupa खानेकुरा
2015-12-29,आज कोस्को बिग्यापन बजाइदिमदीम मेन्सन गर्नु
2015-12-29,"आज तमु ल्योसारको सम्पुर्ण तमुहरुलाइ सुभकामना,पुरानो प्रचलन खोदलेर त्यही अनुसार मनाउनु होला संस्कृति नै चिनारी हो, चिनारी मासिए सबै मासिन्छ।"
2015-12-29,@Surendr06916420 के गर्नु अहीले त सुती राको छु😂😂
2015-12-29,"मलाई आमाबाबाको माया र आशिर्वाद भय पुग्छ..... इज्जत, पैसा र इस्टमित्र म आफै कमाउने छु ....."
2015-12-29,"स्मिर्तिका पानाहरुमा अझै ताजा छ,त्यो समय,त्यो परिबेश,निलो कुर्थामा सजिएकि परि,त्यो हुरि जसले बगाएको थियो मेरो मन उनकै वरिपरि ।"
2015-12-29,"सरकार अब त केही गर । ठूला देखी साना मिडियामा तिम्रै बारेमा समाचार छन् । कम्तिमा भुकम्प पीडितलाई त मल्हम लगाउ,,, ।
# ब्युँझ सरकार_व्यँझ 😃😃😃"
2015-12-29,@mylifebull हाहा हस् हजुर सुभ दिन रहोस्
2015-12-29,@tara_thapa72 हजुर को जय होस।
2015-12-29,"कोइ लेखोस त यसरी, न गाली छ न त उग्र मनगढन्ते तर्क, तथ्यपुर्ण र ओजनदार। https://t.co/hakO7yWfg6"
